date,cash_in,cash_out,channel,transaction_count,balance,day_of_week,month,quarter,lag1_in,lag7_in,lag1_out,lag7_out,roll_mean_7_in,roll_mean_7_out,roll_mean_30_in,roll_mean_30_out,cash_in_next_day,cash_out_next_day,cash_in_h7_sum,cash_out_h7_sum,cash_in_next_month_sum,cash_out_next_month_sum
2024-04-09,3.65E7,2.15E7,DEFAULT,1,1.5E7,2,4,2,3.3E7,3.85E7,1.95E7,2.25E7,3.364285714285714E7,2.014285714285714E7,3.7316666666666664E7,2.2426666666666668E7,3.4E7,2.0E7,2.46E8,1.475E8,1.233E9,7.41E8
2024-04-10,3.4E7,2.0E7,DEFAULT,1,1.4E7,3,4,2,3.65E7,3.6E7,2.15E7,2.1E7,3.335714285714286E7,2.0E7,3.7483333333333336E7,2.2526666666666668E7,3.8E7,2.25E7,2.51E8,1.505E8,1.2475E9,7.5E8
2024-04-11,3.8E7,2.25E7,DEFAULT,1,1.55E7,4,4,2,3.4E7,4.0E7,2.0E7,2.4E7,3.307142857142857E7,1.9785714285714287E7,3.7683333333333336E7,2.266E7,4.2E7,2.5E7,2.565E8,1.54E8,1.2385E9,7.45E8
2024-04-12,4.2E7,2.5E7,DEFAULT,1,1.7E7,5,4,2,3.8E7,4.5E7,2.25E7,2.75E7,3.264285714285714E7,1.942857142857143E7,3.8066666666666664E7,2.29E7,2.45E7,1.5E7,2.625E8,1.575E8,1.2165E9,7.325E8
2024-04-13,2.45E7,1.5E7,DEFAULT,1,9500000.0,6,4,2,4.2E7,2.65E7,2.5E7,1.6E7,3.235714285714286E7,1.9285714285714287E7,3.7716666666666664E7,2.2716666666666668E7,1.7E7,1.05E7,2.66E8,1.595E8,1.232E9,7.415E8
2024-04-14,1.7E7,1.05E7,DEFAULT,1,6500000.0,0,4,2,2.45E7,1.85E7,1.5E7,1.15E7,3.214285714285714E7,1.914285714285714E7,3.6683333333333336E7,2.21E7,4.8E7,2.9E7,2.685E8,1.61E8,1.2595E9,7.575E8
2024-04-15,4.8E7,2.9E7,DEFAULT,1,1.9E7,1,4,2,1.7E7,3.3E7,1.05E7,1.95E7,3.428571428571428E7,2.05E7,3.745E7,2.255E7,4.25E7,2.55E7,2.565E8,1.535E8,1.2535E9,7.535E8
2024-04-16,4.25E7,2.55E7,DEFAULT,1,1.7E7,2,4,2,4.8E7,3.65E7,2.9E7,2.15E7,3.514285714285714E7,2.107142857142857E7,3.8283333333333336E7,2.3033333333333332E7,3.9E7,2.3E7,2.54E8,1.52E8,1.2575E9,7.555E8
2024-04-17,3.9E7,2.3E7,DEFAULT,1,1.6E7,3,4,2,4.25E7,3.4E7,2.55E7,2.0E7,3.585714285714286E7,2.15E7,3.855E7,2.3183333333333332E7,4.35E7,2.6E7,2.7E8,1.62E8,1.2695E9,7.63E8
2024-04-18,4.35E7,2.6E7,DEFAULT,1,1.75E7,4,4,2,3.9E7,3.8E7,2.3E7,2.25E7,3.664285714285714E7,2.2E7,3.885E7,2.3383333333333332E7,4.8E7,2.85E7,2.945E8,1.77E8,1.2565E9,7.555E8
2024-04-19,4.8E7,2.85E7,DEFAULT,1,1.95E7,5,4,2,4.35E7,4.2E7,2.6E7,2.5E7,3.75E7,2.25E7,3.9383333333333336E7,2.3706666666666668E7,2.8E7,1.7E7,3.215E8,1.935E8,1.23E9,7.4E8
2024-04-20,2.8E7,1.7E7,DEFAULT,1,1.1E7,6,4,2,4.8E7,2.45E7,2.85E7,1.5E7,3.8E7,2.2785714285714287E7,3.91E7,2.3556666666666668E7,1.95E7,1.2E7,3.355E8,2.02E8,1.245E9,7.49E8
2024-04-21,1.95E7,1.2E7,DEFAULT,1,7500000.0,0,4,2,2.8E7,1.7E7,1.7E7,1.05E7,3.835714285714286E7,2.3E7,3.8383333333333336E7,2.314E7,3.6E7,2.15E7,3.46E8,2.085E8,1.2725E9,7.65E8
2024-04-22,3.6E7,2.15E7,DEFAULT,1,1.45E7,1,4,2,1.95E7,4.8E7,1.2E7,2.9E7,3.664285714285714E7,2.192857142857143E7,3.8783333333333336E7,2.3373333333333332E7,4.0E7,2.4E7,3.62E8,2.185E8,1.2815E9,7.705E8
2024-04-23,4.0E7,2.4E7,DEFAULT,1,1.6E7,2,4,2,3.6E7,4.25E7,2.15E7,2.55E7,3.628571428571428E7,2.1714285714285713E7,3.9566666666666664E7,2.3833333333333332E7,5.5E7,3.3E7,3.8E8,2.295E8,1.2915E9,7.765E8
2024-04-24,5.5E7,3.3E7,DEFAULT,1,2.2E7,3,4,2,4.0E7,3.9E7,2.4E7,2.3E7,3.8571428571428575E7,2.314285714285714E7,3.9566666666666664E7,2.3833333333333332E7,6.8E7,4.1E7,3.7E8,2.235E8,1.3145E9,7.905E8
2024-04-25,6.8E7,4.1E7,DEFAULT,1,2.7E7,4,4,2,5.5E7,4.35E7,3.3E7,2.6E7,4.2071428571428575E7,2.5285714285714287E7,3.9766666666666664E7,2.3933333333333332E7,7.5E7,4.5E7,3.52E8,2.125E8,1.3315E9,8.005E8
2024-04-26,7.5E7,4.5E7,DEFAULT,1,3.0E7,5,4,2,6.8E7,4.8E7,4.1E7,2.85E7,4.5928571428571425E7,2.764285714285714E7,4.0333333333333336E7,2.4266666666666668E7,4.2E7,2.55E7,3.24E8,1.955E8,1.3045E9,7.845E8
2024-04-27,4.2E7,2.55E7,DEFAULT,1,1.65E7,6,4,2,7.5E7,2.8E7,4.5E7,1.7E7,4.7928571428571425E7,2.885714285714286E7,3.9566666666666664E7,2.3783333333333332E7,3.0E7,1.85E7,3.1E8,1.87E8,1.3175E9,7.92E8
2024-04-28,3.0E7,1.85E7,DEFAULT,1,1.15E7,0,4,2,4.2E7,1.95E7,2.55E7,1.2E7,4.9428571428571425E7,2.9785714285714287E7,3.8166666666666664E7,2.2933333333333332E7,5.2E7,3.15E7,2.995E8,1.805E8,1.3595E9,8.17E8
2024-04-29,5.2E7,3.15E7,DEFAULT,1,2.05E7,1,4,2,3.0E7,3.6E7,1.85E7,2.15E7,5.171428571428572E7,3.1214285714285713E7,3.8633333333333336E7,2.32E7,5.8E7,3.5E7,2.855E8,1.72E8,1.3855E9,8.325E8
2024-04-30,5.8E7,3.5E7,DEFAULT,1,2.3E7,2,4,2,5.2E7,4.0E7,3.15E7,2.4E7,5.428571428571428E7,3.2785714285714287E7,3.9633333333333336E7,2.3783333333333332E7,4.5E7,2.7E7,2.695E8,1.62E8,1.4095E9,8.47E8
2024-05-01,4.5E7,2.7E7,DEFAULT,1,1.8E7,3,5,2,5.8E7,5.5E7,3.5E7,3.3E7,5.285714285714286E7,3.192857142857143E7,3.9966666666666664E7,2.3983333333333332E7,5.0E7,3.0E7,2.64E8,1.585E8,1.4295E9,8.59E8
2024-05-02,5.0E7,3.0E7,DEFAULT,1,2.0E7,4,5,2,4.5E7,6.8E7,2.7E7,4.1E7,5.028571428571428E7,3.035714285714286E7,4.035E7,2.4233333333333332E7,4.7E7,2.8E7,2.58E8,1.55E8,1.4175E9,8.52E8
2024-05-03,4.7E7,2.8E7,DEFAULT,1,1.9E7,5,5,2,5.0E7,7.5E7,3.0E7,4.5E7,4.628571428571428E7,2.792857142857143E7,4.0716666666666664E7,2.4466666666666668E7,2.8E7,1.7E7,2.595E8,1.56E8,1.397E9,8.4E8
2024-05-04,2.8E7,1.7E7,DEFAULT,1,1.1E7,6,5,2,4.7E7,4.2E7,2.8E7,2.55E7,4.428571428571428E7,2.6714285714285713E7,4.0316666666666664E7,2.4233333333333332E7,1.95E7,1.2E7,2.605E8,1.565E8,1.414E9,8.5E8
2024-05-05,1.95E7,1.2E7,DEFAULT,1,7500000.0,0,5,2,2.8E7,3.0E7,1.7E7,1.85E7,4.278571428571428E7,2.5785714285714287E7,3.9466666666666664E7,2.3716666666666668E7,3.8E7,2.3E7,2.61E8,1.57E8,1.444E9,8.675E8
2024-05-06,3.8E7,2.3E7,DEFAULT,1,1.5E7,1,5,2,1.95E7,5.2E7,1.2E7,3.15E7,4.078571428571428E7,2.457142857142857E7,3.985E7,2.395E7,4.2E7,2.5E7,2.63E8,1.58E8,1.453E9,8.725E8
2024-05-07,4.2E7,2.5E7,DEFAULT,1,1.7E7,2,5,2,3.8E7,5.8E7,2.3E7,3.5E7,3.85E7,2.314285714285714E7,4.0633333333333336E7,2.44E7,3.95E7,2.35E7,2.655E8,1.595E8,1.463E9,8.785E8
2024-05-08,3.95E7,2.35E7,DEFAULT,1,1.6E7,3,5,2,4.2E7,4.5E7,2.5E7,2.7E7,3.771428571428572E7,2.264285714285714E7,4.085E7,2.4533333333333332E7,4.4E7,2.65E7,2.68E8,1.61E8,1.4805E9,8.89E8
2024-05-09,4.4E7,2.65E7,DEFAULT,1,1.75E7,4,5,2,3.95E7,5.0E7,2.35E7,3.0E7,3.685714285714286E7,2.214285714285714E7,4.11E7,2.47E7,4.85E7,2.9E7,2.705E8,1.62E8,1.4705E9,8.83E8
2024-05-10,4.85E7,2.9E7,DEFAULT,1,1.95E7,5,5,2,4.4E7,4.7E7,2.65E7,2.8E7,3.7071428571428575E7,2.2285714285714287E7,4.1583333333333336E7,2.5E7,2.9E7,1.75E7,2.73E8,1.635E8,1.446E9,8.685E8
2024-05-11,2.9E7,1.75E7,DEFAULT,1,1.15E7,6,5,2,4.85E7,2.8E7,2.9E7,1.7E7,3.721428571428572E7,2.235714285714286E7,4.1283333333333336E7,2.4833333333333332E7,2.0E7,1.25E7,2.745E8,1.645E8,1.465E9,8.8E8
2024-05-12,2.0E7,1.25E7,DEFAULT,1,7500000.0,0,5,2,2.9E7,1.95E7,1.75E7,1.2E7,3.728571428571428E7,2.242857142857143E7,4.055E7,2.4416666666666668E7,4.0E7,2.4E7,2.76E8,1.65E8,1.4975E9,8.99E8
2024-05-13,4.0E7,2.4E7,DEFAULT,1,1.6E7,1,5,2,2.0E7,3.8E7,1.25E7,2.3E7,3.7571428571428575E7,2.257142857142857E7,4.1066666666666664E7,2.4716666666666668E7,4.45E7,2.65E7,2.79E8,1.67E8,1.5075E9,9.05E8
2024-05-14,4.45E7,2.65E7,DEFAULT,1,1.8E7,2,5,2,4.0E7,4.2E7,2.4E7,2.5E7,3.7928571428571425E7,2.2785714285714287E7,4.1983333333333336E7,2.525E7,4.2E7,2.5E7,2.815E8,1.685E8,1.518E9,9.115E8
2024-05-15,4.2E7,2.5E7,DEFAULT,1,1.7E7,3,5,2,4.45E7,3.95E7,2.65E7,2.35E7,3.828571428571428E7,2.3E7,4.1783333333333336E7,2.5116666666666668E7,4.65E7,2.75E7,2.845E8,1.705E8,1.536E9,9.225E8
2024-05-16,4.65E7,2.75E7,DEFAULT,1,1.9E7,4,5,2,4.2E7,4.4E7,2.5E7,2.65E7,3.864285714285714E7,2.314285714285714E7,4.1916666666666664E7,2.5183333333333332E7,5.1E7,3.05E7,2.88E8,1.73E8,1.525E9,9.165E8
2024-05-17,5.1E7,3.05E7,DEFAULT,1,2.05E7,5,5,2,4.65E7,4.85E7,2.75E7,2.9E7,3.9E7,2.335714285714286E7,4.2316666666666664E7,2.5433333333333332E7,3.05E7,1.85E7,3.15E8,1.895E8,1.499E9,9.01E8
2024-05-18,3.05E7,1.85E7,DEFAULT,1,1.2E7,6,5,2,5.1E7,2.9E7,3.05E7,1.75E7,3.921428571428572E7,2.35E7,4.1883333333333336E7,2.5183333333333332E7,2.15E7,1.3E7,3.695E8,2.22E8,1.5195E9,9.13E8
2024-05-19,2.15E7,1.3E7,DEFAULT,1,8500000.0,0,5,2,3.05E7,2.0E7,1.85E7,1.25E7,3.9428571428571425E7,2.357142857142857E7,4.1E7,2.4666666666666668E7,4.3E7,2.6E7,3.96E8,2.38E8,1.5535E9,9.33E8
2024-05-20,4.3E7,2.6E7,DEFAULT,1,1.7E7,1,5,2,2.15E7,4.0E7,1.3E7,2.4E7,3.985714285714286E7,2.385714285714286E7,4.15E7,2.4966666666666668E7,4.7E7,2.8E7,4.08E8,2.45E8,1.5635E9,9.385E8
2024-05-21,4.7E7,2.8E7,DEFAULT,1,1.9E7,2,5,2,4.3E7,4.45E7,2.6E7,2.65E7,4.021428571428572E7,2.407142857142857E7,4.2416666666666664E7,2.55E7,4.5E7,2.7E7,4.33E8,2.605E8,1.5745E9,9.45E8
2024-05-22,4.5E7,2.7E7,DEFAULT,1,1.8E7,3,5,2,4.7E7,4.2E7,2.8E7,2.5E7,4.064285714285714E7,2.435714285714286E7,4.2716666666666664E7,2.5683333333333332E7,5.0E7,3.0E7,4.66E8,2.805E8,1.5925E9,9.555E8
2024-05-23,5.0E7,3.0E7,DEFAULT,1,2.0E7,4,5,2,4.5E7,4.65E7,2.7E7,2.75E7,4.114285714285714E7,2.4714285714285713E7,4.305E7,2.5883333333333332E7,7.8E7,4.7E7,4.98E8,3.0E8,1.58E9,9.48E8
2024-05-24,7.8E7,4.7E7,DEFAULT,1,3.1E7,5,5,2,5.0E7,5.1E7,3.0E7,3.05E7,4.5E7,2.707142857142857E7,4.3816666666666664E7,2.635E7,8.5E7,5.1E7,4.85E8,2.92E8,1.5285E9,9.17E8
2024-05-25,8.5E7,5.1E7,DEFAULT,1,3.4E7,6,5,2,7.8E7,3.05E7,4.7E7,1.85E7,5.278571428571428E7,3.1714285714285713E7,4.4383333333333336E7,2.6683333333333332E7,4.8E7,2.9E7,4.38E8,2.64E8,1.4975E9,8.985E8
2024-05-26,4.8E7,2.9E7,DEFAULT,1,1.9E7,0,5,2,8.5E7,2.15E7,5.1E7,1.3E7,5.6571428571428575E7,3.4E7,4.3483333333333336E7,2.615E7,5.5E7,3.3E7,4.165E8,2.51E8,1.5345E9,9.205E8
2024-05-27,5.5E7,3.3E7,DEFAULT,1,2.2E7,1,5,2,4.8E7,4.3E7,2.9E7,2.6E7,5.828571428571428E7,3.5E7,4.3916666666666664E7,2.64E7,7.2E7,4.35E7,4.065E8,2.45E8,1.5745E9,9.445E8
2024-05-28,7.2E7,4.35E7,DEFAULT,1,2.85E7,2,5,2,5.5E7,4.7E7,3.3E7,2.8E7,6.185714285714286E7,3.721428571428572E7,4.5316666666666664E7,2.7233333333333332E7,7.8E7,4.7E7,3.84E8,2.31E8,1.5945E9,9.56E8
2024-05-29,7.8E7,4.7E7,DEFAULT,1,3.1E7,3,5,2,7.2E7,4.5E7,4.35E7,2.7E7,6.6571428571428575E7,4.0071428571428575E7,4.6183333333333336E7,2.775E7,8.2E7,4.95E7,3.53E8,2.12E8,1.6045E9,9.62E8
2024-05-30,8.2E7,4.95E7,DEFAULT,1,3.25E7,4,5,2,7.8E7,5.0E7,4.7E7,3.0E7,7.114285714285715E7,4.285714285714286E7,4.6983333333333336E7,2.8233333333333332E7,6.5E7,3.9E7,3.23E8,1.935E8,1.6275E9,9.755E8
2024-05-31,6.5E7,3.9E7,DEFAULT,1,2.6E7,5,5,2,8.2E7,7.8E7,4.95E7,4.7E7,6.928571428571428E7,4.171428571428572E7,4.765E7,2.8633333333333332E7,3.8E7,2.3E7,3.15E8,1.885E8,1.6205E9,9.715E8
2024-06-01,3.8E7,2.3E7,DEFAULT,1,1.5E7,6,6,2,6.5E7,8.5E7,3.9E7,5.1E7,6.2571428571428575E7,3.771428571428572E7,4.725E7,2.84E7,2.65E7,1.6E7,3.11E8,1.86E8,1.6305E9,9.775E8
2024-06-02,2.65E7,1.6E7,DEFAULT,1,1.05E7,0,6,2,3.8E7,4.8E7,2.3E7,2.9E7,5.95E7,3.585714285714286E7,4.6566666666666664E7,2.8E7,4.5E7,2.7E7,3.085E8,1.845E8,1.659E9,9.945E8
2024-06-03,4.5E7,2.7E7,DEFAULT,1,1.8E7,1,6,2,2.65E7,5.5E7,1.6E7,3.3E7,5.8071428571428575E7,3.5E7,4.7133333333333336E7,2.8333333333333332E7,4.95E7,2.95E7,3.115E8,1.865E8,1.6665E9,9.99E8
2024-06-04,4.95E7,2.95E7,DEFAULT,1,2.0E7,2,6,2,4.5E7,7.2E7,2.7E7,4.35E7,5.485714285714286E7,3.3E7,4.8133333333333336E7,2.8916666666666668E7,4.7E7,2.8E7,3.145E8,1.885E8,1.674E9,1.0035E9
2024-06-05,4.7E7,2.8E7,DEFAULT,1,1.9E7,3,6,2,4.95E7,7.8E7,2.95E7,4.7E7,5.0428571428571425E7,3.0285714285714287E7,4.8433333333333336E7,2.9083333333333332E7,5.2E7,3.1E7,3.175E8,1.905E8,1.689E9,1.0125E9
2024-06-06,5.2E7,3.1E7,DEFAULT,1,2.1E7,4,6,2,4.7E7,8.2E7,2.8E7,4.95E7,4.614285714285714E7,2.764285714285714E7,4.8766666666666664E7,2.9283333333333332E7,5.7E7,3.4E7,3.205E8,1.925E8,1.674E9,1.0035E9
2024-06-07,5.7E7,3.4E7,DEFAULT,1,2.3E7,5,6,2,5.2E7,6.5E7,3.1E7,3.9E7,4.5E7,2.692857142857143E7,4.935E7,2.9633333333333332E7,3.4E7,2.05E7,3.235E8,1.945E8,1.643E9,9.85E8
2024-06-08,3.4E7,2.05E7,DEFAULT,1,1.35E7,6,6,2,5.7E7,3.8E7,3.4E7,2.3E7,4.4428571428571425E7,2.657142857142857E7,4.9016666666666664E7,2.9433333333333332E7,2.4E7,1.45E7,3.25E8,1.955E8,1.662E9,9.965E8
2024-06-09,2.4E7,1.45E7,DEFAULT,1,9500000.0,0,6,2,3.4E7,2.65E7,2.05E7,1.6E7,4.4071428571428575E7,2.635714285714286E7,4.82E7,2.895E7,4.8E7,2.9E7,3.26E8,1.96E8,1.6955E9,1.0165E9
2024-06-10,4.8E7,2.9E7,DEFAULT,1,1.9E7,1,6,2,2.4E7,4.5E7,1.45E7,2.7E7,4.45E7,2.664285714285714E7,4.8833333333333336E7,2.9333333333333332E7,5.25E7,3.15E7,3.29E8,1.975E8,1.7025E9,1.0205E9
2024-06-11,5.25E7,3.15E7,DEFAULT,1,2.1E7,2,6,2,4.8E7,4.95E7,2.9E7,2.95E7,4.4928571428571425E7,2.692857142857143E7,4.9916666666666664E7,2.9966666666666668E7,5.0E7,3.0E7,3.32E8,1.99E8,1.71E9,1.025E9
2024-06-12,5.0E7,3.0E7,DEFAULT,1,2.0E7,3,6,2,5.25E7,4.7E7,3.15E7,2.8E7,4.535714285714286E7,2.7214285714285713E7,5.025E7,3.0166666666666668E7,5.5E7,3.3E7,3.35E8,2.005E8,1.725E9,1.034E9
2024-06-13,5.5E7,3.3E7,DEFAULT,1,2.2E7,4,6,2,5.0E7,5.2E7,3.0E7,3.1E7,4.578571428571428E7,2.75E7,5.06E7,3.0383333333333332E7,6.0E7,3.6E7,3.38E8,2.02E8,1.7085E9,1.024E9
2024-06-14,6.0E7,3.6E7,DEFAULT,1,2.4E7,5,6,2,5.5E7,5.7E7,3.3E7,3.4E7,4.621428571428572E7,2.7785714285714287E7,5.12E7,3.075E7,3.55E7,2.15E7,3.41E8,2.035E8,1.6755E9,1.0042E9
2024-06-15,3.55E7,2.15E7,DEFAULT,1,1.4E7,6,6,2,6.0E7,3.4E7,3.6E7,2.05E7,4.6428571428571425E7,2.792857142857143E7,5.0833333333333336E7,3.055E7,2.5E7,1.5E7,3.43E8,2.045E8,1.696E9,1.0162E9
2024-06-16,2.5E7,1.5E7,DEFAULT,1,1.0E7,0,6,2,3.55E7,2.4E7,2.15E7,1.45E7,4.6571428571428575E7,2.8E7,4.9966666666666664E7,3.0033333333333332E7,5.1E7,3.05E7,3.445E8,2.055E8,1.7315E9,1.0372E9
2024-06-17,5.1E7,3.05E7,DEFAULT,1,2.05E7,1,6,2,2.5E7,4.8E7,1.5E7,2.9E7,4.7E7,2.8214285714285713E7,5.065E7,3.0433333333333332E7,5.55E7,3.3E7,3.475E8,2.075E8,1.7385E9,1.0412E9
2024-06-18,5.55E7,3.3E7,DEFAULT,1,2.25E7,2,6,2,5.1E7,5.25E7,3.05E7,3.15E7,4.7428571428571425E7,2.842857142857143E7,5.1783333333333336E7,3.11E7,5.3E7,3.15E7,3.77E8,2.255E8,1.746E9,1.0457E9
2024-06-19,5.3E7,3.15E7,DEFAULT,1,2.15E7,3,6,2,5.55E7,5.0E7,3.3E7,3.0E7,4.785714285714286E7,2.864285714285714E7,5.2116666666666664E7,3.1283333333333332E7,5.8E7,3.45E7,4.19E8,2.51E8,1.761E9,1.0547E9
2024-06-20,5.8E7,3.45E7,DEFAULT,1,2.35E7,4,6,2,5.3E7,5.5E7,3.15E7,3.3E7,4.828571428571428E7,2.885714285714286E7,5.2483333333333336E7,3.15E7,6.3E7,3.75E7,4.53E8,2.715E8,1.743E9,1.0442E9
2024-06-21,6.3E7,3.75E7,DEFAULT,1,2.55E7,5,6,2,5.8E7,6.0E7,3.45E7,3.6E7,4.871428571428572E7,2.907142857142857E7,5.3083333333333336E7,3.185E7,3.75E7,2.25E7,4.78E8,2.87E8,1.7085E9,1.0237E9
2024-06-22,3.75E7,2.25E7,DEFAULT,1,1.5E7,6,6,2,6.3E7,3.55E7,3.75E7,2.15E7,4.9E7,2.9214285714285713E7,5.2666666666666664E7,3.16E7,2.65E7,1.6E7,5.455E8,3.275E8,1.73E9,1.0362E9
2024-06-23,2.65E7,1.6E7,DEFAULT,1,1.05E7,0,6,2,3.75E7,2.5E7,2.25E7,1.5E7,4.921428571428572E7,2.935714285714286E7,5.095E7,3.0566666666666668E7,5.4E7,3.25E7,5.77E8,3.465E8,1.767E9,1.0582E9
2024-06-24,5.4E7,3.25E7,DEFAULT,1,2.15E7,1,6,2,2.65E7,5.1E7,1.6E7,3.05E7,4.964285714285714E7,2.964285714285714E7,4.9916666666666664E7,2.995E7,8.5E7,5.1E7,5.71E8,3.43E8,1.808E9,1.0827E9
2024-06-25,8.5E7,5.1E7,DEFAULT,1,3.4E7,2,6,2,5.4E7,5.55E7,3.25E7,3.3E7,5.385714285714286E7,3.2214285714285713E7,5.115E7,3.0683333333333332E7,9.5E7,5.7E7,5.41E8,3.25E8,1.828E9,1.0947E9
2024-06-26,9.5E7,5.7E7,DEFAULT,1,3.8E7,3,6,2,8.5E7,5.3E7,5.1E7,3.15E7,5.985714285714286E7,3.585714285714286E7,5.2483333333333336E7,3.1483333333333332E7,9.2E7,5.5E7,4.985E8,2.995E8,1.831E9,1.0967E9
2024-06-27,9.2E7,5.5E7,DEFAULT,1,3.7E7,4,6,2,9.5E7,5.8E7,5.7E7,3.45E7,6.471428571428572E7,3.878571428571428E7,5.315E7,3.1866666666666668E7,8.8E7,5.3E7,4.635E8,2.785E8,1.851E9,1.1087E9
2024-06-28,8.8E7,5.3E7,DEFAULT,1,3.5E7,5,6,2,9.2E7,6.3E7,5.5E7,3.75E7,6.828571428571428E7,4.1E7,5.3483333333333336E7,3.2066666666666668E7,1.05E8,6.3E7,4.375E8,2.625E8,1.825E9,1.0927E9
2024-06-29,1.05E8,6.3E7,DEFAULT,1,4.2E7,6,6,2,8.8E7,3.75E7,5.3E7,2.25E7,7.792857142857143E7,4.678571428571428E7,5.425E7,3.2516666666666668E7,5.8E7,3.5E7,3.695E8,2.215E8,1.79E9,1.0717E9
2024-06-30,5.8E7,3.5E7,DEFAULT,1,2.3E7,0,6,2,1.05E8,2.65E7,6.3E7,1.6E7,8.242857142857143E7,4.95E7,5.4016666666666664E7,3.2383333333333332E7,4.8E7,2.9E7,3.375E8,2.02E8,1.824E9,1.0917E9
2024-07-01,4.8E7,2.9E7,DEFAULT,1,1.9E7,1,7,3,5.8E7,5.4E7,3.5E7,3.25E7,8.157142857142857E7,4.9E7,5.435E7,3.2583333333333332E7,5.5E7,3.3E7,3.425E8,2.05E8,1.851E9,1.1077E9
2024-07-02,5.5E7,3.3E7,DEFAULT,1,2.2E7,2,7,3,4.8E7,8.5E7,2.9E7,5.1E7,7.728571428571428E7,4.6428571428571425E7,5.53E7,3.315E7,5.25E7,3.15E7,3.45E8,2.065E8,1.864E9,1.1157E9
2024-07-03,5.25E7,3.15E7,DEFAULT,1,2.1E7,3,7,3,5.5E7,9.5E7,3.3E7,5.7E7,7.121428571428572E7,4.278571428571428E7,5.555E7,3.33E7,5.7E7,3.4E7,3.475E8,2.08E8,1.8845E9,1.1277E9
2024-07-04,5.7E7,3.4E7,DEFAULT,1,2.3E7,4,7,3,5.25E7,9.2E7,3.15E7,5.5E7,6.621428571428572E7,3.978571428571428E7,5.58E7,3.345E7,6.2E7,3.7E7,3.505E8,2.1E8,1.87E9,1.1192E9
2024-07-05,6.2E7,3.7E7,DEFAULT,1,2.5E7,5,7,3,5.7E7,8.8E7,3.4E7,5.3E7,6.25E7,3.75E7,5.63E7,3.375E7,3.7E7,2.2E7,3.535E8,2.12E8,1.838E9,1.1002E9
2024-07-06,3.7E7,2.2E7,DEFAULT,1,1.5E7,6,7,3,6.2E7,1.05E8,3.7E7,6.3E7,5.278571428571428E7,3.164285714285714E7,5.58E7,3.345E7,2.6E7,1.55E7,3.55E8,2.13E8,1.863E9,1.1152E9
2024-07-07,2.6E7,1.55E7,DEFAULT,1,1.05E7,0,7,3,3.7E7,5.8E7,2.2E7,3.5E7,4.821428571428572E7,2.885714285714286E7,5.4766666666666664E7,3.2833333333333332E7,5.3E7,3.2E7,3.56E8,2.137E8,1.9035E9,1.1392E9
2024-07-08,5.3E7,3.2E7,DEFAULT,1,2.1E7,1,7,3,2.6E7,4.8E7,1.55E7,2.9E7,4.8928571428571425E7,2.9285714285714287E7,5.54E7,3.3216666666666668E7,5.75E7,3.45E7,3.59E8,2.152E8,1.9145E9,1.1452E9
2024-07-09,5.75E7,3.45E7,DEFAULT,1,2.3E7,2,7,3,5.3E7,5.5E7,3.2E7,3.3E7,4.928571428571428E7,2.95E7,5.6516666666666664E7,3.3883333333333336E7,5.5E7,3.3E7,3.62E8,2.167E8,1.926E9,1.1517E9
2024-07-10,5.5E7,3.3E7,DEFAULT,1,2.2E7,3,7,3,5.75E7,5.25E7,3.45E7,3.15E7,4.964285714285714E7,2.9714285714285713E7,5.675E7,3.4016666666666664E7,6.0E7,3.6E7,3.65E8,2.182E8,1.945E9,1.1627E9
2024-07-11,6.0E7,3.6E7,DEFAULT,1,2.4E7,4,7,3,5.5E7,5.7E7,3.3E7,3.4E7,5.0071428571428575E7,3.0E7,5.7E7,3.4166666666666664E7,6.5E7,3.9E7,3.68E8,2.197E8,1.9285E9,1.1527E9
2024-07-12,6.5E7,3.9E7,DEFAULT,1,2.6E7,5,7,3,6.0E7,6.2E7,3.6E7,3.7E7,5.05E7,3.0285714285714287E7,5.75E7,3.4466666666666664E7,3.85E7,2.3E7,3.71E8,2.212E8,1.8945E9,1.1322E9
2024-07-13,3.85E7,2.3E7,DEFAULT,1,1.55E7,6,7,3,6.5E7,3.7E7,3.9E7,2.2E7,5.071428571428572E7,3.042857142857143E7,5.695E7,3.4133333333333336E7,2.7E7,1.62E7,3.725E8,2.222E8,1.921E9,1.1482E9
2024-07-14,2.7E7,1.62E7,DEFAULT,1,1.08E7,0,7,3,3.85E7,2.6E7,2.3E7,1.55E7,5.085714285714286E7,3.052857142857143E7,5.585E7,3.3473333333333332E7,5.6E7,3.35E7,3.74E8,2.23E8,1.964E9,1.174E9
2024-07-15,5.6E7,3.35E7,DEFAULT,1,2.25E7,1,7,3,2.7E7,5.3E7,1.62E7,3.2E7,5.128571428571428E7,3.074285714285714E7,5.6533333333333336E7,3.3873333333333336E7,6.05E7,3.6E7,3.77E8,2.245E8,1.993E9,1.1915E9
2024-07-16,6.05E7,3.6E7,DEFAULT,1,2.45E7,2,7,3,5.6E7,5.75E7,3.35E7,3.45E7,5.171428571428572E7,3.095714285714286E7,5.7716666666666664E7,3.4573333333333336E7,5.8E7,3.45E7,3.8E8,2.265E8,2.0045E9,1.1985E9
